order_id,customer_id,product_id,quantity,order_date,status,total_amount
199,586,50,2,2026-03-04,refunded,513.56
200,45,41,4,2026-01-13,refunded,1589.12
201,396,85,2,2025-08-24,refunded,449.8
202,988,5,2,2025-08-09,cancelled,41.42
203,891,13,4,2025-10-06,completed,207.24
204,539,59,1,2025-07-22,pending,409.11
205,420,84,2,2025-12-28,completed,469.06
206,481,34,3,2026-05-27,refunded,1329.06
207,666,11,3,2025-06-30,refunded,522.21
208,978,41,4,2025-08-01,completed,1589.12
209,633,9,2,2025-10-21,cancelled,286.84
210,233,96,1,2025-07-11,refunded,292.11
211,101,98,1,2026-04-30,refunded,294.57
212,171,89,3,2026-05-21,completed,264.45000000000005
213,48,42,1,2026-02-11,cancelled,37.37
214,368,48,4,2025-08-28,pending,920.52
215,251,68,4,2025-08-14,pending,692.0
216,175,23,1,2026-06-13,refunded,229.97
217,635,88,2,2025-09-09,refunded,927.24
218,935,75,2,2026-05-18,pending,581.28
219,473,82,3,2026-03-25,refunded,301.92
220,262,86,1,2025-06-25,refunded,54.36
221,923,37,5,2026-05-03,pending,1875.05
222,76,57,3,2026-05-27,cancelled,372.84000000000003
223,655,55,3,2025-07-31,refunded,742.08
224,866,39,2,2026-05-28,refunded,515.4
225,874,62,1,2025-06-25,pending,266.66
226,391,74,3,2026-04-29,cancelled,335.46
227,717,38,1,2026-04-24,refunded,203.29
228,282,2,5,2025-08-31,completed,581.3000000000001
229,933,78,4,2025-07-04,cancelled,860.96
230,795,30,5,2025-11-23,cancelled,595.7
231,225,82,2,2025-08-27,cancelled,201.28
232,695,97,2,2026-03-25,completed,750.98
233,926,81,1,2026-01-18,cancelled,401.48
234,808,57,1,2025-07-31,cancelled,124.28
235,750,17,1,2026-06-05,cancelled,44.92
236,335,96,4,2025-12-18,pending,1168.44
237,206,17,5,2026-01-13,cancelled,224.60000000000002
238,544,65,3,2025-12-22,pending,1074.57
239,264,62,3,2025-08-14,cancelled,799.98
240,824,15,4,2025-08-31,completed,1618.84
241,145,97,2,2026-05-26,refunded,750.98
242,991,72,3,2026-03-14,completed,1291.9499999999998
243,810,51,1,2025-10-25,cancelled,421.77
244,550,16,4,2026-06-15,cancelled,1083.56
245,689,96,3,2025-11-14,refunded,876.33
246,843,82,3,2025-08-31,completed,301.92
247,692,30,4,2025-07-19,completed,476.56
248,635,72,3,2025-12-18,pending,1291.9499999999998
249,664,9,4,2025-12-07,cancelled,573.68
250,665,53,1,2025-12-19,pending,272.44
251,47,5,3,2026-05-27,refunded,62.13
252,119,13,2,2025-06-21,pending,103.62
253,398,59,3,2025-11-02,refunded,1227.33
254,602,96,2,2025-11-16,refunded,584.22
255,671,13,4,2026-06-02,refunded,207.24
256,962,36,1,2025-07-22,cancelled,374.01
257,223,57,4,2025-10-25,pending,497.12
258,876,47,1,2025-10-07,cancelled,61.1
259,558,83,3,2025-07-09,completed,225.71999999999997
260,408,36,2,2026-05-28,completed,748.02
261,972,59,1,2026-02-09,pending,409.11
262,658,82,5,2025-09-07,completed,503.2
263,52,43,2,2026-02-27,pending,996.14
264,806,73,2,2026-02-09,completed,247.12
265,850,98,5,2026-04-08,pending,1472.85
266,601,28,2,2026-05-02,cancelled,386.88
267,793,19,5,2025-06-21,completed,504.90000000000003
268,284,19,2,2026-06-03,cancelled,201.96
269,818,23,1,2026-03-10,completed,229.97
270,135,2,3,2026-05-10,pending,348.78000000000003
271,603,42,1,2025-07-02,pending,37.37
272,272,7,2,2026-04-22,refunded,208.44
273,539,15,1,2025-08-19,refunded,404.71
274,460,100,3,2025-06-19,completed,136.71
275,463,65,2,2025-12-22,completed,716.38
276,745,85,5,2025-08-06,cancelled,1124.5
277,470,83,1,2025-12-04,completed,75.24
278,491,52,4,2025-06-30,completed,417.0
279,503,92,4,2026-01-20,completed,548.0
280,921,11,3,2025-08-31,pending,522.21
281,68,17,3,2026-03-13,cancelled,134.76
282,391,77,5,2025-10-01,cancelled,269.34999999999997
283,465,65,5,2026-01-28,refunded,1790.95
284,102,90,1,2026-04-13,pending,111.58
285,441,58,2,2025-11-16,refunded,947.56
286,348,59,4,2025-08-18,refunded,1636.44
287,748,13,3,2025-12-22,refunded,155.43
288,321,86,3,2025-08-10,cancelled,163.07999999999998
289,977,20,4,2026-04-08,completed,1330.6
290,94,11,1,2026-02-15,refunded,174.07
291,99,96,3,2025-10-27,pending,876.33
292,570,8,5,2026-05-20,cancelled,1066.1499999999999
293,687,16,4,2026-03-30,cancelled,1083.56
294,895,86,4,2025-06-26,completed,217.44
295,992,37,5,2025-08-29,cancelled,1875.05
296,361,14,5,2025-11-10,pending,2123.25
297,159,85,4,2025-10-30,pending,899.6
298,868,14,3,2026-04-19,cancelled,1273.9499999999998
299,118,98,3,2026-01-29,pending,883.71
300,827,55,5,2025-06-26,completed,1236.8000000000002
301,624,85,3,2025-06-25,completed,674.7
302,185,35,3,2025-06-26,cancelled,229.70999999999998
303,360,1,2,2025-12-05,pending,36.7
304,580,85,4,2026-03-11,completed,899.6
305,146,95,1,2025-08-07,completed,99.8
306,765,68,2,2025-11-12,refunded,346.0
307,430,59,3,2025-12-30,pending,1227.33
308,379,40,3,2026-03-22,completed,1294.1100000000001
309,905,7,2,2026-03-07,pending,208.44
310,773,80,1,2025-08-17,completed,35.93
311,279,57,4,2025-07-22,refunded,497.12
312,622,57,4,2025-10-21,cancelled,497.12
313,221,97,5,2025-09-05,completed,1877.45
314,354,56,1,2025-11-16,cancelled,440.08
315,695,87,5,2025-07-10,refunded,2094.95
316,540,86,3,2026-06-05,completed,163.07999999999998
317,226,51,5,2025-12-02,completed,2108.85
318,8,27,3,2025-11-14,pending,1098.54
319,786,18,3,2026-05-10,cancelled,1330.1999999999998
320,336,16,1,2025-11-24,refunded,270.89
321,765,56,2,2026-04-25,pending,880.16
322,390,69,2,2026-04-08,cancelled,239.34
323,74,51,1,2025-06-16,refunded,421.77
324,20,59,1,2025-12-07,cancelled,409.11
325,590,55,5,2026-05-11,refunded,1236.8000000000002
326,727,82,4,2025-09-18,cancelled,402.56
327,118,52,1,2025-10-12,cancelled,104.25
328,176,80,4,2025-12-30,cancelled,143.72
329,91,56,1,2026-06-01,pending,440.08
330,447,76,4,2026-02-15,completed,1619.56
331,406,40,3,2025-07-21,pending,1294.1100000000001
332,342,100,2,2025-12-13,completed,91.14
333,523,82,1,2026-04-16,pending,100.64
334,928,100,3,2026-01-11,cancelled,136.71
335,745,83,2,2025-08-01,pending,150.48
336,106,19,3,2025-12-21,pending,302.94
337,178,78,2,2026-04-06,completed,430.48
338,182,99,4,2025-08-07,refunded,335.04
339,773,73,5,2026-02-12,refunded,617.8
340,698,73,5,2026-03-15,cancelled,617.8
341,885,81,3,2026-03-05,pending,1204.44
342,451,9,4,2025-09-27,refunded,573.68
343,647,39,3,2026-01-27,completed,773.0999999999999
344,361,65,1,2025-09-15,cancelled,358.19
345,473,58,1,2025-09-15,completed,473.78
346,378,37,1,2026-03-10,completed,375.01
347,630,77,5,2025-10-04,refunded,269.34999999999997
348,474,75,5,2026-03-03,completed,1453.1999999999998
349,461,74,2,2025-12-02,cancelled,223.64
350,620,61,5,2026-01-18,pending,2368.65
351,981,8,4,2025-12-22,completed,852.92
352,831,44,1,2026-06-12,pending,485.7
353,41,32,4,2025-09-21,refunded,1828.32
354,537,67,5,2026-05-11,pending,328.84999999999997
355,373,48,3,2025-10-14,refunded,690.39
356,419,100,3,2025-10-31,completed,136.71
357,809,81,3,2025-08-08,completed,1204.44
358,338,13,5,2026-03-12,refunded,259.05
359,291,33,5,2026-04-23,pending,555.15
360,342,11,5,2026-03-16,pending,870.3499999999999
361,939,45,3,2026-04-04,refunded,1026.15
362,133,77,1,2026-02-02,cancelled,53.87
363,573,49,3,2026-04-02,pending,1458.3000000000002
364,687,90,5,2026-06-09,completed,557.9
365,662,86,4,2025-06-21,cancelled,217.44
366,19,47,3,2026-02-03,pending,183.3
367,974,28,3,2026-04-17,refunded,580.3199999999999
368,197,29,2,2025-09-11,pending,228.96
369,80,38,1,2025-11-08,completed,203.29
370,678,44,5,2025-06-20,pending,2428.5
371,612,49,2,2025-12-08,pending,972.2
372,186,89,5,2026-04-25,pending,440.75
373,739,57,1,2025-08-23,refunded,124.28
374,374,87,2,2026-04-30,refunded,837.98
375,626,37,4,2026-06-06,pending,1500.04
376,547,31,3,2025-11-11,refunded,612.51
377,926,25,3,2026-06-14,refunded,1011.1800000000001
378,473,99,3,2025-11-28,refunded,251.28000000000003
379,515,68,4,2025-09-20,pending,692.0
380,837,26,5,2025-11-23,pending,1534.5
381,894,33,1,2026-03-15,refunded,111.03
382,896,48,5,2026-02-10,completed,1150.65
383,729,67,1,2025-12-21,cancelled,65.77
384,86,98,2,2025-10-17,cancelled,589.14
385,461,66,2,2026-06-15,refunded,444.82
386,94,29,4,2025-08-23,cancelled,457.92
387,953,4,4,2025-10-18,completed,195.76
388,406,65,3,2026-05-01,pending,1074.57
389,396,11,3,2026-03-25,pending,522.21
390,29,41,1,2025-11-30,cancelled,397.28
391,811,19,2,2025-07-21,completed,201.96
392,294,61,2,2026-04-25,refunded,947.46
393,460,79,1,2026-03-22,completed,338.63
394,20,33,2,2025-09-20,pending,222.06
395,562,94,5,2026-03-29,refunded,1664.75
396,114,100,3,2025-11-19,pending,136.71
397,309,16,1,2025-06-25,pending,270.89
398,430,82,5,2025-12-31,refunded,503.2
399,65,15,4,2025-07-20,completed,1618.84
400,648,66,5,2026-06-07,pending,1112.05
401,736,19,3,2026-04-15,refunded,302.94
402,2,79,3,2025-07-30,pending,1015.89
403,585,54,2,2026-03-03,completed,919.46
404,537,47,1,2025-08-01,completed,61.1
405,400,61,1,2025-10-21,refunded,473.73
406,383,33,1,2025-11-28,cancelled,111.03
407,808,9,3,2026-01-04,pending,430.26
408,751,85,1,2026-05-25,cancelled,224.9
409,137,6,3,2026-06-04,cancelled,766.92
410,834,83,2,2026-06-06,refunded,150.48
411,713,62,2,2025-08-21,pending,533.32
412,65,92,4,2026-04-12,completed,548.0
413,301,26,1,2026-05-06,pending,306.9
414,908,6,3,2025-12-19,cancelled,766.92
415,528,51,5,2025-08-06,refunded,2108.85
416,260,5,2,2026-02-20,cancelled,41.42
417,366,100,1,2026-03-26,cancelled,45.57
418,280,16,3,2025-08-27,refunded,812.67
419,911,52,4,2026-03-15,refunded,417.0
420,348,24,4,2025-12-25,refunded,345.36
421,377,67,3,2026-03-28,completed,197.31
422,745,55,1,2026-01-08,refunded,247.36
423,617,24,5,2025-12-27,cancelled,431.70000000000005
424,329,14,1,2025-07-03,cancelled,424.65
425,677,38,3,2025-12-28,refunded,609.87
426,618,92,4,2025-12-30,pending,548.0
427,707,57,3,2026-02-24,refunded,372.84000000000003
428,44,94,3,2026-06-15,refunded,998.8499999999999
429,282,82,1,2025-08-16,completed,100.64
430,688,82,4,2025-08-13,cancelled,402.56
431,526,96,2,2026-02-20,completed,584.22
432,147,78,4,2026-02-03,completed,860.96
433,130,9,2,2026-04-26,cancelled,286.84
434,371,50,5,2025-09-06,completed,1283.8999999999999
435,620,20,4,2026-05-22,cancelled,1330.6
436,381,57,1,2026-03-05,pending,124.28
437,543,47,4,2025-12-30,cancelled,244.4
438,666,36,2,2026-05-31,completed,748.02
439,27,95,2,2025-11-18,refunded,199.6
440,531,50,5,2025-08-29,completed,1283.8999999999999
441,269,100,3,2025-07-03,refunded,136.71
442,220,79,3,2026-06-05,refunded,1015.89
443,205,16,2,2025-11-09,completed,541.78
444,463,23,4,2025-11-05,completed,919.88
445,830,88,3,2025-12-23,cancelled,1390.8600000000001
446,727,9,5,2025-11-17,cancelled,717.0999999999999
447,913,39,2,2025-12-07,pending,515.4
448,813,47,5,2025-10-11,pending,305.5
449,125,26,2,2026-03-07,pending,613.8
450,810,64,1,2025-10-03,cancelled,379.09
451,568,74,3,2025-07-13,refunded,335.46
452,823,71,2,2026-03-02,completed,238.18
453,68,40,4,2026-02-15,refunded,1725.48
454,539,53,4,2025-08-31,completed,1089.76
455,129,41,1,2026-03-11,refunded,397.28
456,478,88,5,2026-01-19,cancelled,2318.1
457,132,100,5,2025-07-10,pending,227.85
458,787,17,4,2026-03-19,completed,179.68
459,852,16,5,2025-08-06,pending,1354.4499999999998
460,312,22,2,2025-12-09,cancelled,868.06
461,958,91,2,2025-08-13,cancelled,174.64
462,971,67,3,2026-06-06,completed,197.31
463,257,26,5,2026-06-08,cancelled,1534.5
464,129,81,3,2026-06-09,completed,1204.44
465,515,83,2,2025-11-06,pending,150.48
466,176,85,5,2025-08-13,cancelled,1124.5
467,863,73,1,2025-11-16,completed,123.56
468,84,6,5,2026-01-18,cancelled,1278.1999999999998
469,667,27,5,2025-09-14,refunded,1830.9
470,633,82,1,2025-10-22,refunded,100.64
471,911,81,5,2025-09-06,cancelled,2007.4
472,658,39,4,2026-05-29,pending,1030.8
473,825,88,4,2025-08-06,cancelled,1854.48
474,465,10,1,2025-11-09,pending,380.84
475,451,54,4,2026-03-08,refunded,1838.92
476,209,44,5,2026-01-16,pending,2428.5
477,321,92,3,2026-02-17,cancelled,411.0
478,999,52,2,2025-08-30,cancelled,208.5
479,528,72,1,2025-08-07,cancelled,430.65
480,248,60,1,2025-09-24,cancelled,384.31
481,461,32,2,2025-10-13,completed,914.16
482,52,38,4,2026-02-04,refunded,813.16
483,255,21,3,2025-12-23,cancelled,1478.07
484,195,98,2,2025-12-24,refunded,589.14
485,528,60,4,2026-03-25,cancelled,1537.24
486,510,3,1,2026-01-21,refunded,340.28
487,518,59,2,2025-09-08,pending,818.22
488,598,46,1,2025-11-23,completed,376.92
489,289,64,5,2026-04-12,refunded,1895.4499999999998
490,293,69,1,2025-12-31,completed,119.67
491,442,18,3,2026-01-25,cancelled,1330.1999999999998
492,783,52,3,2025-08-11,completed,312.75
493,411,7,5,2026-05-04,pending,521.1
494,372,71,3,2026-03-19,completed,357.27
495,396,65,4,2026-03-06,cancelled,1432.76
496,846,80,5,2026-05-02,completed,179.65
497,132,13,4,2026-05-29,cancelled,207.24
498,814,44,5,2025-06-30,cancelled,2428.5
499,774,19,2,2026-04-18,refunded,201.96
500,513,6,1,2025-09-17,completed,255.64
501,141,92,3,2026-01-31,refunded,411.0
502,532,59,2,2025-11-18,pending,818.22
503,336,79,3,2025-08-16,pending,1015.89
504,403,79,3,2026-03-02,cancelled,1015.89
505,520,66,5,2026-04-28,refunded,1112.05
506,726,73,3,2025-12-11,refunded,370.68
507,836,3,3,2025-09-30,cancelled,1020.8399999999999
508,690,15,4,2025-12-24,cancelled,1618.84
509,816,93,1,2025-07-18,refunded,146.9
510,272,84,5,2026-03-10,pending,1172.65
511,739,7,5,2026-06-02,refunded,521.1
512,175,68,5,2026-04-28,refunded,865.0
513,152,88,2,2025-09-12,completed,927.24
514,587,90,1,2026-04-23,pending,111.58
515,20,57,3,2025-12-13,refunded,372.84000000000003
516,156,53,2,2026-02-27,refunded,544.88
517,514,100,5,2025-11-21,refunded,227.85
518,894,95,1,2025-07-06,pending,99.8
519,532,27,5,2025-07-24,cancelled,1830.9
520,679,62,5,2026-03-24,refunded,1333.3000000000002
521,322,23,4,2026-04-20,cancelled,919.88
522,560,46,3,2026-03-11,refunded,1130.76
523,197,32,3,2026-05-13,cancelled,1371.24
524,231,39,3,2026-02-05,pending,773.0999999999999
525,707,91,4,2025-10-14,cancelled,349.28
526,492,45,5,2026-02-15,cancelled,1710.25
527,295,16,5,2025-09-15,refunded,1354.4499999999998
528,918,51,3,2025-10-24,pending,1265.31
529,298,6,3,2025-06-20,completed,766.92
530,355,57,3,2026-03-03,refunded,372.84000000000003
531,220,26,5,2025-12-10,cancelled,1534.5
532,956,72,3,2026-01-16,pending,1291.9499999999998
533,112,79,5,2025-09-05,pending,1693.15
534,249,7,5,2025-11-21,pending,521.1
535,654,30,1,2025-09-21,completed,119.14
536,424,43,4,2026-06-16,completed,1992.28
537,698,99,2,2026-04-14,completed,167.52
538,988,71,2,2025-12-11,refunded,238.18
539,669,61,4,2026-01-24,pending,1894.92
540,775,37,3,2026-01-09,cancelled,1125.03
541,662,8,1,2026-01-24,pending,213.23
542,548,95,1,2026-04-30,pending,99.8
543,428,23,1,2026-02-15,refunded,229.97
544,807,64,2,2025-07-01,cancelled,758.18
545,898,5,1,2025-07-25,cancelled,20.71
546,582,78,1,2026-04-18,cancelled,215.24
547,292,59,5,2026-02-06,refunded,2045.5500000000002
548,911,18,5,2025-07-22,refunded,2217.0
549,280,25,1,2025-07-20,cancelled,337.06
550,167,94,4,2026-06-04,cancelled,1331.8
551,736,24,1,2025-09-11,cancelled,86.34
552,810,38,5,2026-01-14,pending,1016.4499999999999
553,180,79,4,2026-03-02,refunded,1354.52
554,528,42,1,2026-01-22,refunded,37.37
555,686,13,2,2026-04-10,pending,103.62
556,489,42,2,2026-03-05,completed,74.74
557,268,50,2,2025-06-30,refunded,513.56
558,772,35,3,2026-02-07,cancelled,229.70999999999998
559,597,93,5,2025-11-24,completed,734.5
560,268,84,3,2025-12-01,pending,703.59
561,64,86,1,2026-04-28,refunded,54.36
562,315,21,4,2025-06-29,cancelled,1970.76
563,707,16,3,2025-11-08,cancelled,812.67
564,630,29,2,2026-04-06,pending,228.96
565,490,20,4,2026-03-15,cancelled,1330.6
566,426,90,5,2025-11-21,refunded,557.9
567,776,69,2,2026-05-14,pending,239.34
568,697,97,5,2025-09-03,completed,1877.45
569,539,58,5,2025-08-21,cancelled,2368.8999999999996
570,80,73,1,2026-02-01,completed,123.56
571,849,71,5,2025-10-14,pending,595.45
572,587,69,2,2025-09-30,pending,239.34
573,336,67,4,2025-11-13,completed,263.08
574,697,27,5,2025-06-26,refunded,1830.9
575,94,66,4,2025-11-30,completed,889.64
576,465,17,5,2026-05-08,refunded,224.60000000000002
577,468,73,1,2025-10-25,refunded,123.56
578,689,40,1,2026-02-20,refunded,431.37
579,261,1,2,2025-10-22,completed,36.7
580,47,55,3,2026-06-04,completed,742.08
581,555,8,1,2025-09-25,refunded,213.23
582,33,37,4,2026-03-29,pending,1500.04
583,788,18,4,2025-10-12,cancelled,1773.6
584,913,49,4,2026-02-26,refunded,1944.4
585,385,11,5,2026-02-03,pending,870.3499999999999
586,670,45,1,2026-03-24,pending,342.05
587,551,51,5,2025-08-13,pending,2108.85
588,746,29,1,2026-01-06,completed,114.48
589,306,60,5,2026-04-28,refunded,1921.55
